"analysis_id","family","path","sha256","type","verdict"
"77e9dec6-48bc-4005-9322-1bddf5a4b91a","","PowershellTest.PS1-chimera-164050.ps1","8ba11d45be959ee38ef1d1714263f13fd2d46c6700cc489a1acd50b278aa4f61","main_file","malicious"
